CVE-1999-0199,CWE-252
CVE-2014-1944,CWE-79
CVE-2014-1985,CWE-20
CVE-2014-2020,CWE-189
CVE-2014-2038,CWE-200
CVE-2014-2039,CWE-20
CVE-2014-2058,CWE-264
CVE-2014-2059,CWE-22
CVE-2014-2061,CWE-310
CVE-2014-2062,CWE-287
CVE-2014-2063,NVD-CWE-noinfo
CVE-2014-2064,CWE-200
CVE-2014-2065,CWE-79
CVE-2014-2066,CWE-287
CVE-2014-2067,CWE-79
CVE-2014-2068,CWE-264
CVE-2014-2080,CWE-79
CVE-2014-2209,CWE-264
CVE-2014-2235,CWE-79
CVE-2014-2236,CWE-79
CVE-2014-2260,CWE-79
CVE-2014-2270,CWE-119
CVE-2014-2383,CWE-200
CVE-2014-2523,CWE-20
CVE-2014-2527,NVD-CWE-Other
CVE-2014-2528,NVD-CWE-Other
CVE-2014-2552,CWE-264
CVE-2014-2567,CWE-200
CVE-2014-2570,CWE-79
CVE-2014-2669,CWE-189
CVE-2014-2672,CWE-362
CVE-2014-2673,CWE-20
CVE-2014-2706,CWE-362
CVE-2014-2739,CWE-20
CVE-2014-2829,CWE-264
CVE-2014-2853,CWE-79
CVE-2014-2889,CWE-189
CVE-2014-3119,CWE-89
CVE-2014-3122,CWE-400
CVE-2014-3144,CWE-190
CVE-2014-3145,CWE-125
CVE-2014-3148,CWE-79
CVE-2014-3153,NVD-CWE-noinfo
CVE-2014-3158,CWE-119
CVE-2014-3181,CWE-119
CVE-2014-3182,CWE-119
CVE-2014-3183,CWE-119
CVE-2014-3184,CWE-119
CVE-2014-3185,CWE-119
CVE-2014-3186,CWE-119
CVE-2014-3219,CWE-59
CVE-2014-3478,CWE-119
CVE-2014-3479,NVD-CWE-noinfo
CVE-2014-3480,NVD-CWE-noinfo
CVE-2014-3487,CWE-20
CVE-2014-3490,NVD-CWE-Other
CVE-2014-3498,CWE-20
CVE-2014-3534,CWE-269
CVE-2014-3535,CWE-119
CVE-2014-3538,CWE-399
CVE-2014-3544,CWE-79
CVE-2014-3570,CWE-310
CVE-2014-3571,NVD-CWE-Other
CVE-2014-3572,CWE-310
CVE-2014-3576,CWE-264
CVE-2014-3587,CWE-189
CVE-2014-3589,CWE-20
CVE-2014-3597,CWE-119
CVE-2014-3601,CWE-189
CVE-2014-3610,NVD-CWE-noinfo
CVE-2014-3611,CWE-362
CVE-2014-3631,NVD-CWE-Other
CVE-2014-3645,CWE-20
CVE-2014-3646,NVD-CWE-noinfo
CVE-2014-3647,NVD-CWE-noinfo
CVE-2014-3673,CWE-20
CVE-2014-3687,CWE-400
CVE-2014-3688,CWE-399
CVE-2014-3690,CWE-400
CVE-2014-3710,CWE-20
CVE-2014-3741,CWE-77
CVE-2014-3771,CWE-264
CVE-2014-3772,CWE-264
CVE-2014-3773,CWE-89
CVE-2014-3774,CWE-79
CVE-2014-3840,CWE-79
CVE-2014-3971,CWE-20
CVE-2014-3980,CWE-264
CVE-2014-3985,NVD-CWE-noinfo
CVE-2014-3990,CWE-611
CVE-2014-3990,CWE-918
CVE-2014-3994,CWE-79
CVE-2014-3995,CWE-79
CVE-2014-3999,CWE-287
CVE-2014-4014,CWE-264
CVE-2014-4027,CWE-200
CVE-2014-4049,CWE-119
CVE-2014-4157,CWE-264
CVE-2014-4172,CWE-74
CVE-2014-4301,CWE-79
CVE-2014-4343,CWE-415
CVE-2014-4344,CWE-476
CVE-2014-4348,CWE-79
CVE-2014-4349,CWE-79
CVE-2014-4501,CWE-119
CVE-2014-4502,CWE-119
CVE-2014-4503,CWE-20
CVE-2014-4608,CWE-190
CVE-2014-4611,CWE-20
CVE-2014-4652,CWE-362
CVE-2014-4653,CWE-416
CVE-2014-4654,CWE-416
CVE-2014-4655,CWE-190
CVE-2014-4656,CWE-190
CVE-2014-4667,NVD-CWE-noinfo
CVE-2014-4668,CWE-287
CVE-2014-4678,CWE-74
CVE-2014-4699,CWE-362
CVE-2014-4734,CWE-79
CVE-2014-4742,CWE-79
CVE-2014-4743,CWE-79
CVE-2014-4853,CWE-79
CVE-2014-4908,CWE-79
CVE-2014-4943,CWE-269
CVE-2014-4954,CWE-79
CVE-2014-4955,CWE-79
CVE-2014-4978,CWE-59
CVE-2014-4986,CWE-79
CVE-2014-4987,CWE-264
CVE-2014-5016,CWE-79
CVE-2014-5017,CWE-89
CVE-2014-5018,NVD-CWE-Other
CVE-2014-5045,CWE-59
CVE-2014-5077,CWE-476
CVE-2014-5206,CWE-269
CVE-2014-5207,CWE-269
CVE-2014-5269,CWE-264
CVE-2014-5273,CWE-79
CVE-2014-5274,CWE-79
CVE-2014-5336,CWE-20
CVE-2014-5351,CWE-255
CVE-2014-5352,NVD-CWE-Other
CVE-2014-5353,CWE-476
CVE-2014-5354,NVD-CWE-Other
CVE-2014-5355,NVD-CWE-Other
CVE-2014-5386,CWE-310
CVE-2014-5441,CWE-79
CVE-2014-5451,CWE-79
CVE-2014-5471,CWE-399
CVE-2014-5472,CWE-20
CVE-2014-6228,CWE-189
CVE-2014-6229,CWE-200
CVE-2014-6262,CWE-134
CVE-2014-6280,CWE-79
CVE-2014-6300,CWE-79
CVE-2014-6308,CWE-22
CVE-2014-6394,CWE-22
CVE-2014-6395,CWE-119
CVE-2014-6396,CWE-119
CVE-2014-6410,CWE-399
CVE-2014-6416,CWE-119
CVE-2014-6417,CWE-399
CVE-2014-6418,CWE-399
CVE-2014-7138,CWE-79
CVE-2014-7145,CWE-399
CVE-2014-7192,CWE-94
CVE-2014-7193,CWE-284
CVE-2014-7205,CWE-94
CVE-2014-7217,CWE-79
CVE-2014-7235,CWE-94
CVE-2014-7264,CWE-79
CVE-2014-7283,CWE-399
CVE-2014-7284,CWE-200
CVE-2014-7822,CWE-264
CVE-2014-7825,CWE-125
CVE-2014-7826,CWE-476
CVE-2014-7841,CWE-399
CVE-2014-7842,CWE-362
CVE-2014-7843,CWE-17
CVE-2014-8114,CWE-264
CVE-2014-8115,CWE-264
CVE-2014-8116,CWE-399
CVE-2014-8117,CWE-399
CVE-2014-8122,CWE-362
CVE-2014-8125,NVD-CWE-Other
CVE-2014-8130,CWE-369
CVE-2014-8133,CWE-264
CVE-2014-8155,CWE-17
CVE-2014-8160,CWE-20
CVE-2014-8172,CWE-17
CVE-2014-8173,NVD-CWE-Other
CVE-2014-8176,CWE-119
CVE-2014-8275,CWE-310
CVE-2014-8321,CWE-787
CVE-2014-8322,CWE-787
CVE-2014-8323,CWE-20
CVE-2014-8324,CWE-20
CVE-2014-8326,CWE-79
CVE-2014-8335,CWE-255
CVE-2014-8336,CWE-20
CVE-2014-8351,CWE-89
CVE-2014-8352,CWE-79
CVE-2014-8369,CWE-119
CVE-2014-8399,NVD-CWE-noinfo
CVE-2014-8480,CWE-399
CVE-2014-8481,CWE-399
CVE-2014-8483,CWE-125
CVE-2014-8509,CWE-119
CVE-2014-8540,CWE-264
CVE-2014-8553,CWE-200
CVE-2014-8567,CWE-399
CVE-2014-8681,CWE-89
CVE-2014-8682,CWE-89
CVE-2014-8709,CWE-200
CVE-2014-8760,CWE-310
CVE-2014-8884,CWE-119
CVE-2014-8958,CWE-79
CVE-2014-8959,CWE-22
CVE-2014-8960,CWE-79
CVE-2014-8961,CWE-22
CVE-2014-8986,CWE-79
CVE-2014-8990,CWE-77
CVE-2014-9050,CWE-119
CVE-2014-9090,CWE-17
CVE-2014-9096,CWE-89
CVE-2014-9114,CWE-77
CVE-2014-9140,CWE-119
CVE-2014-9157,CWE-134
CVE-2014-9218,CWE-399
CVE-2014-9219,CWE-79
CVE-2014-9273,CWE-119
CVE-2014-9322,CWE-269
CVE-2014-9414,CWE-352
CVE-2014-9419,CWE-200
CVE-2014-9420,CWE-399
CVE-2014-9421,NVD-CWE-Other
CVE-2014-9422,CWE-284
CVE-2014-9423,CWE-200
CVE-2014-9428,CWE-399
CVE-2014-9432,CWE-79
CVE-2014-9459,CWE-352
CVE-2014-9470,CWE-79
CVE-2014-9489,CWE-284
CVE-2014-9490,CWE-399
CVE-2014-9491,NVD-CWE-Other
CVE-2014-9496,NVD-CWE-noinfo
CVE-2014-9528,CWE-89
CVE-2014-9529,CWE-362
CVE-2014-9584,CWE-20
CVE-2014-9620,CWE-399
CVE-2014-9621,CWE-399
CVE-2014-9625,CWE-120
CVE-2014-9626,CWE-191
CVE-2014-9627,CWE-704
CVE-2014-9628,CWE-120
CVE-2014-9629,CWE-120
CVE-2014-9630,CWE-119
CVE-2014-9634,CWE-254
CVE-2014-9635,CWE-254
CVE-2014-9644,CWE-269
CVE-2014-9652,CWE-119
CVE-2014-9653,CWE-20
CVE-2014-9682,CWE-77
CVE-2014-9683,CWE-189
CVE-2014-9701,CWE-79
CVE-2014-9709,CWE-119
CVE-2014-9710,CWE-362
CVE-2014-9714,CWE-79
CVE-2014-9715,NVD-CWE-Other
CVE-2014-9717,CWE-284
CVE-2014-9720,CWE-203
CVE-2014-9721,CWE-20
CVE-2014-9728,CWE-119
CVE-2014-9729,NVD-CWE-noinfo
CVE-2014-9730,NVD-CWE-noinfo
CVE-2014-9731,CWE-17
CVE-2014-9753,CWE-287
CVE-2014-9756,CWE-369
CVE-2014-9760,CWE-79
CVE-2014-9765,CWE-119
CVE-2014-9767,CWE-22
CVE-2014-9773,CWE-284
CVE-2014-9803,CWE-19
CVE-2014-9870,CWE-264
CVE-2014-9888,CWE-264
CVE-2014-9895,CWE-200
CVE-2014-9903,CWE-200
CVE-2014-9904,NVD-CWE-Other
CVE-2014-9905,CWE-79
CVE-2014-9906,CWE-416
CVE-2014-9908,NVD-CWE-noinfo
CVE-2014-9914,CWE-362
CVE-2014-9914,CWE-416
CVE-2014-9922,CWE-264
CVE-2014-9938,CWE-116
CVE-2014-9940,CWE-416
CVE-2015-0204,CWE-310
CVE-2015-0205,CWE-310
CVE-2015-0206,CWE-119
CVE-2015-0228,CWE-20
CVE-2015-0231,NVD-CWE-Other
CVE-2015-0239,CWE-269
CVE-2015-0253,NVD-CWE-Other
CVE-2015-0258,CWE-434
CVE-2015-0274,CWE-19
CVE-2015-0275,CWE-17
CVE-2015-0278,CWE-273
CVE-2015-0284,CWE-79
CVE-2015-0796,CWE-59
CVE-2015-0823,NVD-CWE-Other
CVE-2015-0856,CWE-264
CVE-2015-0876,CWE-79
CVE-2015-0882,CWE-79
CVE-2015-0917,CWE-79
CVE-2015-10004,CWE-668
CVE-2015-10005,CWE-1333
CVE-2015-10006,CWE-79
CVE-2015-10007,CWE-79
CVE-2015-10008,CWE-89
CVE-2015-10009,CWE-94
CVE-2015-10010,CWE-79
CVE-2015-10011,CWE-116
CVE-2015-10012,CWE-209
CVE-2015-10013,CWE-79
CVE-2015-10014,CWE-89
CVE-2015-10015,CWE-89
CVE-2015-10016,CWE-89
CVE-2015-10017,CWE-89
CVE-2015-10018,CWE-89
CVE-2015-10019,CWE-79
CVE-2015-10020,CWE-89
CVE-2015-10021,CWE-79
CVE-2015-10022,CWE-89
CVE-2015-10023,CWE-89
CVE-2015-10024,CWE-22
CVE-2015-10025,CWE-404
CVE-2015-10026,CWE-89
CVE-2015-10027,CWE-74
CVE-2015-10028,CWE-79
CVE-2015-10029,CWE-611
CVE-2015-10030,CWE-22
CVE-2015-10031,CWE-89
CVE-2015-10032,CWE-79
CVE-2015-10033,CWE-863
CVE-2015-10034,CWE-89
CVE-2015-10035,CWE-89
CVE-2015-10036,CWE-89
CVE-2015-10037,CWE-89
CVE-2015-10038,CWE-89
CVE-2015-10039,CWE-89
CVE-2015-10040,CWE-116
CVE-2015-10041,CWE-89
CVE-2015-10042,CWE-89
CVE-2015-10043,CWE-22
CVE-2015-10044,CWE-89
CVE-2015-10045,CWE-89
CVE-2015-10046,CWE-89
CVE-2015-10047,CWE-89
CVE-2015-10048,CWE-89
CVE-2015-10049,CWE-79
CVE-2015-10050,CWE-89
CVE-2015-10051,CWE-89
CVE-2015-10052,CWE-601
CVE-2015-10053,CWE-89
CVE-2015-10054,CWE-89
CVE-2015-10055,CWE-89
CVE-2015-10056,CWE-89
CVE-2015-10057,CWE-284
CVE-2015-10058,CWE-79
CVE-2015-10059,CWE-79
CVE-2015-10060,CWE-89
CVE-2015-10061,CWE-89
CVE-2015-10062,CWE-74
CVE-2015-10063,CWE-89
CVE-2015-10064,CWE-89
CVE-2015-10065,CWE-120
CVE-2015-10066,CWE-89
CVE-2015-10067,CWE-362
CVE-2015-10068,CWE-89
CVE-2015-10069,CWE-89
CVE-2015-10070,CWE-89
CVE-2015-10071,CWE-640
CVE-2015-10072,CWE-79
CVE-2015-10073,CWE-79
CVE-2015-10074,CWE-79
CVE-2015-10075,CWE-79
CVE-2015-10076,CWE-89
CVE-2015-10077,CWE-89
CVE-2015-10078,CWE-79
CVE-2015-10079,CWE-79
CVE-2015-10080,CWE-79
CVE-2015-10081,CWE-352
CVE-2015-10082,CWE-611
CVE-2015-10083,CWE-287
CVE-2015-10084,CWE-89
CVE-2015-10085,NVD-CWE-noinfo
CVE-2015-10086,CWE-89
CVE-2015-10087,CWE-434
CVE-2015-10088,CWE-134
CVE-2015-10089,CWE-79
CVE-2015-10090,CWE-79
CVE-2015-10091,CWE-89
CVE-2015-10092,CWE-79
CVE-2015-10093,CWE-79
CVE-2015-10094,CWE-79
CVE-2015-10095,CWE-79
CVE-2015-10096,CWE-77
CVE-2015-10097,CWE-89
CVE-2015-10098,CWE-79
CVE-2015-10099,CWE-89
CVE-2015-10100,CWE-89
CVE-2015-10101,CWE-79
CVE-2015-10102,CWE-601
CVE-2015-10103,CWE-835
CVE-2015-10104,CWE-601
CVE-2015-10105,CWE-22
CVE-2015-10106,CWE-89
CVE-2015-10107,CWE-79
CVE-2015-10108,CWE-352
CVE-2015-10109,CWE-352
CVE-2015-10110,CWE-79
CVE-2015-10111,CWE-89
CVE-2015-10112,CWE-601
CVE-2015-10113,CWE-601
CVE-2015-10114,CWE-601
CVE-2015-10115,CWE-601
CVE-2015-10116,CWE-352
CVE-2015-10117,CWE-79
CVE-2015-10118,CWE-79
CVE-2015-10119,CWE-79
CVE-2015-10120,CWE-79
CVE-2015-10121,CWE-79
CVE-2015-10122,CWE-89
CVE-2015-10124,CWE-89
CVE-2015-10125,CWE-352
CVE-2015-10126,CWE-89
CVE-2015-10127,CWE-79
CVE-2015-10128,CWE-79
CVE-2015-10129,CWE-697
CVE-2015-10131,CWE-79
CVE-2015-10132,CWE-79
CVE-2015-1039,CWE-79
CVE-2015-1191,CWE-22
CVE-2015-1326,CWE-20
CVE-2015-1331,CWE-59
CVE-2015-1333,CWE-119
CVE-2015-1334,CWE-17
CVE-2015-1335,CWE-59
CVE-2015-1339,CWE-399
CVE-2015-1340,CWE-362
CVE-2015-1342,CWE-264
CVE-2015-1344,CWE-264
CVE-2015-1347,CWE-79
CVE-2015-1421,NVD-CWE-Other
CVE-2015-1428,CWE-89
CVE-2015-1431,CWE-79
CVE-2015-1432,CWE-352
CVE-2015-1465,CWE-17
CVE-2015-1471,CWE-89
CVE-2015-1521,CWE-119
CVE-2015-1522,CWE-119
CVE-2015-1562,CWE-79
CVE-2015-1573,CWE-19
CVE-2015-1583,CWE-352
CVE-2015-1590,CWE-264
CVE-2015-1593,CWE-264
CVE-2015-1788,CWE-399
CVE-2015-1789,CWE-119
CVE-2015-1790,NVD-CWE-Other
CVE-2015-1791,CWE-362
CVE-2015-1792,CWE-399
CVE-2015-1805,CWE-17
CVE-2015-1838,CWE-19
CVE-2015-1839,CWE-19
CVE-2015-1849,CWE-200
CVE-2015-20108,CWE-77
CVE-2015-20110,CWE-307
CVE-2015-2041,CWE-17
CVE-2015-2042,CWE-17
CVE-2015-2141,CWE-200
CVE-2015-2150,CWE-264
CVE-2015-2206,CWE-200
CVE-2015-2296,NVD-CWE-Other
CVE-2015-2298,CWE-200
CVE-2015-2304,CWE-22
CVE-2015-2310,CWE-190
CVE-2015-2311,CWE-191
CVE-2015-2312,CWE-400
CVE-2015-2313,CWE-400
CVE-2015-2318,CWE-295
CVE-2015-2319,CWE-295
CVE-2015-2320,CWE-295
CVE-2015-2666,CWE-119
CVE-2015-2672,CWE-20
CVE-2015-2678,CWE-79
CVE-2015-2679,CWE-89
CVE-2015-2680,CWE-352
CVE-2015-2686,CWE-264
CVE-2015-2692,CWE-284
CVE-2015-2694,CWE-264
CVE-2015-2695,CWE-763
CVE-2015-2696,CWE-18
CVE-2015-2697,CWE-125
CVE-2015-2698,CWE-119
CVE-2015-2745,CWE-79
CVE-2015-2778,CWE-399
CVE-2015-2779,CWE-399
CVE-2015-2784,CWE-20
CVE-2015-2796,CWE-79
CVE-2015-2830,CWE-264
CVE-2015-2831,CWE-119
CVE-2015-2861,CWE-352
CVE-2015-2913,CWE-200
CVE-2015-2922,CWE-17
CVE-2015-2925,NVD-CWE-Other
CVE-2015-2951,CWE-20
CVE-2015-2963,CWE-79
CVE-2015-2972,CWE-89
CVE-2015-3010,CWE-200
CVE-2015-3138,CWE-20
CVE-2015-3147,CWE-59
CVE-2015-3152,CWE-295
CVE-2015-3171,CWE-200
CVE-2015-3183,CWE-17
CVE-2015-3183,CWE-20
CVE-2015-3185,CWE-264
CVE-2015-3212,CWE-362
CVE-2015-3214,CWE-119
CVE-2015-3215,CWE-20
CVE-2015-3220,CWE-119
CVE-2015-3288,CWE-20
CVE-2015-3290,CWE-264
CVE-2015-3291,CWE-17
CVE-2015-3295,CWE-284
CVE-2015-3296,CWE-79
CVE-2015-3309,CWE-22
CVE-2015-3331,CWE-119
CVE-2015-3339,CWE-362
CVE-2015-3406,CWE-681
CVE-2015-3407,CWE-284
CVE-2015-3408,CWE-77
CVE-2015-3409,NVD-CWE-Other
CVE-2015-3417,NVD-CWE-Other
CVE-2015-3429,CWE-79
CVE-2015-3454,CWE-200
CVE-2015-3634,CWE-200
CVE-2015-3636,NVD-CWE-Other
CVE-2015-3880,CWE-601
CVE-2015-3885,CWE-189
CVE-2015-3886,CWE-295
CVE-2015-3887,CWE-426
CVE-2015-3902,CWE-352
CVE-2015-3903,CWE-310
CVE-2015-3905,CWE-119
CVE-2015-3935,CWE-79
CVE-2015-4001,CWE-189
CVE-2015-4002,CWE-119
CVE-2015-4003,CWE-189
CVE-2015-4036,CWE-119
CVE-2015-4054,CWE-476
CVE-2015-4082,CWE-264
CVE-2015-4085,CWE-22
CVE-2015-4167,CWE-189
CVE-2015-4170,CWE-362
CVE-2015-4176,CWE-200
CVE-2015-4177,NVD-CWE-Other
CVE-2015-4178,NVD-CWE-Other
CVE-2015-4335,CWE-17
CVE-2015-4410,CWE-20
CVE-2015-4411,CWE-400
CVE-2015-4412,CWE-400
CVE-2015-4425,CWE-22
CVE-2015-4426,CWE-89
CVE-2015-4471,CWE-189
CVE-2015-4590,CWE-119
CVE-2015-4619,CWE-352
CVE-2015-4628,CWE-89
CVE-2015-4645,CWE-190
CVE-2015-4646,CWE-20
CVE-2015-4671,CWE-79
CVE-2015-4692,NVD-CWE-Other
CVE-2015-4700,CWE-17
CVE-2015-5059,CWE-200
CVE-2015-5069,CWE-200
CVE-2015-5070,CWE-200
CVE-2015-5074,CWE-20
CVE-2015-5076,CWE-79
CVE-2015-5081,CWE-352
CVE-2015-5156,CWE-119
CVE-2015-5157,CWE-264
CVE-2015-5159,CWE-20
CVE-2015-5194,CWE-20
CVE-2015-5195,CWE-20
CVE-2015-5219,CWE-704
CVE-2015-5221,CWE-416
CVE-2015-5224,NVD-CWE-noinfo
CVE-2015-5232,CWE-362
CVE-2015-5239,CWE-835
CVE-2015-5243,CWE-94
CVE-2015-5257,NVD-CWE-Other
CVE-2015-5263,CWE-295
CVE-2015-5273,CWE-59
CVE-2015-5282,CWE-79
CVE-2015-5283,CWE-119
CVE-2015-5287,CWE-59
CVE-2015-5302,CWE-200
CVE-2015-5307,CWE-399
CVE-2015-5356,CWE-79
CVE-2015-5364,CWE-399
CVE-2015-5366,CWE-399
CVE-2015-5377,CWE-74
CVE-2015-5381,CWE-79
CVE-2015-5382,CWE-200
CVE-2015-5383,CWE-200
CVE-2015-5395,CWE-352
CVE-2015-5460,CWE-79
CVE-2015-5532,CWE-79
CVE-2015-5612,CWE-79
CVE-2015-5613,CWE-79
CVE-2015-5659,CWE-89
CVE-2015-5673,CWE-78
CVE-2015-5685,CWE-20
CVE-2015-5688,CWE-22
CVE-2015-5697,CWE-200
CVE-2015-5706,CWE-416
CVE-2015-5707,CWE-190
CVE-2015-5719,NVD-CWE-noinfo
CVE-2015-5720,CWE-79
CVE-2015-5721,CWE-94
CVE-2015-5725,CWE-89
CVE-2015-5739,CWE-444
CVE-2015-5740,CWE-444
CVE-2015-5741,CWE-444
CVE-2015-5745,CWE-120
CVE-2015-5959,CWE-200
CVE-2015-6031,CWE-119
CVE-2015-6240,CWE-59
CVE-2015-6250,CWE-200
CVE-2015-6252,CWE-399
CVE-2015-6520,CWE-264
CVE-2015-6526,CWE-399
CVE-2015-6545,CWE-352
CVE-2015-6563,CWE-20
CVE-2015-6564,CWE-264
CVE-2015-6567,CWE-20
CVE-2015-6568,CWE-20
CVE-2015-6727,CWE-200
CVE-2015-6781,CWE-189
CVE-2015-6817,CWE-287
CVE-2015-6830,CWE-200
CVE-2015-6918,CWE-200
CVE-2015-6937,NVD-CWE-Other
CVE-2015-6938,CWE-79
CVE-2015-6941,CWE-534
CVE-2015-6961,CWE-601
CVE-2015-7294,CWE-90
CVE-2015-7314,CWE-200
CVE-2015-7315,CWE-284
CVE-2015-7316,CWE-79
CVE-2015-7326,CWE-611
CVE-2015-7348,CWE-79
CVE-2015-7509,CWE-20
CVE-2015-7510,CWE-119
CVE-2015-7513,CWE-369
CVE-2015-7515,CWE-476
CVE-2015-7519,CWE-20
CVE-2015-7541,CWE-77
CVE-2015-7550,CWE-362
CVE-2015-7550,NVD-CWE-Other
CVE-2015-7566,NVD-CWE-Other
CVE-2015-7578,CWE-79
CVE-2015-7579,CWE-79
CVE-2015-7580,CWE-79
CVE-2015-7613,CWE-362
CVE-2015-7698,CWE-78
CVE-2015-7777,CWE-79
CVE-2015-7809,CWE-264
CVE-2015-7837,CWE-254
CVE-2015-7872,CWE-20
CVE-2015-7873,CWE-254
CVE-2015-7884,CWE-200
CVE-2015-7885,CWE-200
CVE-2015-7990,CWE-362
CVE-2015-8011,CWE-120
CVE-2015-8012,CWE-617
CVE-2015-8013,CWE-310
CVE-2015-8032,CWE-269
CVE-2015-8033,CWE-521
CVE-2015-8104,CWE-399
CVE-2015-8213,CWE-200
CVE-2015-8215,CWE-20
CVE-2015-8309,CWE-22
CVE-2015-8310,CWE-79
CVE-2015-8314,CWE-312
CVE-2015-8324,NVD-CWE-Other
CVE-2015-8346,CWE-199
CVE-2015-8374,CWE-200
CVE-2015-8379,CWE-352
CVE-2015-8474,NVD-CWE-Other
CVE-2015-8476,CWE-20
CVE-2015-8537,CWE-200
CVE-2015-8539,CWE-269
CVE-2015-8543,NVD-CWE-Other
CVE-2015-8547,CWE-17
CVE-2015-8569,CWE-200
CVE-2015-8575,CWE-200
CVE-2015-8617,CWE-134
CVE-2015-8629,CWE-125
CVE-2015-8630,NVD-CWE-Other
CVE-2015-8631,CWE-772
CVE-2015-8660,CWE-264
CVE-2015-8669,CWE-200
CVE-2015-8702,CWE-20
CVE-2015-8746,NVD-CWE-Other
CVE-2015-8747,CWE-20
CVE-2015-8748,CWE-264
CVE-2015-8766,CWE-79
CVE-2015-8767,CWE-362
CVE-2015-8771,CWE-94
CVE-2015-8784,CWE-787
CVE-2015-8785,CWE-835
CVE-2015-8787,CWE-476
CVE-2015-8789,NVD-CWE-Other
CVE-2015-8790,CWE-200
CVE-2015-8791,CWE-200
CVE-2015-8792,CWE-119
CVE-2015-8792,CWE-200
CVE-2015-8807,CWE-79
CVE-2015-8812,NVD-CWE-Other
CVE-2015-8813,CWE-918
CVE-2015-8814,CWE-352
CVE-2015-8816,NVD-CWE-Other
CVE-2015-8830,NVD-CWE-Other
CVE-2015-8839,CWE-362
CVE-2015-8842,CWE-264
CVE-2015-8844,CWE-20
CVE-2015-8845,CWE-284
CVE-2015-8851,CWE-331
CVE-2015-8863,CWE-119
CVE-2015-8864,CWE-79
CVE-2015-8865,CWE-119
CVE-2015-8869,CWE-119
CVE-2015-8869,CWE-200
CVE-2015-8871,CWE-416
CVE-2015-8872,CWE-189
CVE-2015-8877,CWE-399
CVE-2015-8894,CWE-415
CVE-2015-8895,CWE-190
CVE-2015-8896,NVD-CWE-Other
CVE-2015-8897,CWE-125
CVE-2015-8898,CWE-476
CVE-2015-8900,CWE-835
CVE-2015-8947,CWE-119
CVE-2015-8949,CWE-416
CVE-2015-8950,CWE-200
CVE-2015-8952,CWE-19
CVE-2015-8953,CWE-399
CVE-2015-8955,CWE-264
CVE-2015-8956,CWE-476
CVE-2015-8957,CWE-119
CVE-2015-8958,CWE-125
CVE-2015-8959,CWE-399
CVE-2015-8961,CWE-416
CVE-2015-8962,CWE-415
CVE-2015-8963,CWE-362
CVE-2015-8963,CWE-416
CVE-2015-8964,CWE-200
CVE-2015-8966,CWE-264
CVE-2015-8967,CWE-264
CVE-2015-8970,CWE-476
CVE-2015-9004,CWE-264
CVE-2015-9016,CWE-264
CVE-2015-9016,CWE-362
CVE-2015-9059,CWE-77
CVE-2015-9096,CWE-93
CVE-2015-9097,CWE-93
CVE-2015-9231,CWE-200
CVE-2015-9235,CWE-327
CVE-2015-9241,CWE-20
CVE-2015-9252,CWE-399
CVE-2015-9253,CWE-400
CVE-2015-9274,CWE-125
CVE-2015-9289,CWE-125
CVE-2015-9405,CWE-79
CVE-2015-9501,CWE-79
CVE-2015-9542,CWE-787
CVE-2016-0546,NVD-CWE-noinfo
CVE-2016-0720,CWE-352
CVE-2016-0721,CWE-384
CVE-2016-0723,CWE-200
CVE-2016-0723,CWE-362
CVE-2016-0723,NVD-CWE-Other
CVE-2016-0728,NVD-CWE-Other
CVE-2016-0758,NVD-CWE-Other
CVE-2016-0775,CWE-119
CVE-2016-0821,CWE-908
CVE-2016-0823,CWE-200
CVE-2016-1000003,CWE-94
CVE-2016-1000004,CWE-345
CVE-2016-1000005,CWE-843
CVE-2016-1000108,CWE-601
CVE-2016-1000109,CWE-665
CVE-2016-1000232,CWE-20
CVE-2016-10009,CWE-426
CVE-2016-10010,CWE-264
CVE-2016-10011,CWE-320
CVE-2016-10012,CWE-119
CVE-2016-10027,CWE-362
CVE-2016-10030,CWE-284
CVE-2016-10044,CWE-264
CVE-2016-10049,CWE-119
CVE-2016-10050,CWE-119
CVE-2016-10051,CWE-416
CVE-2016-10052,CWE-119
CVE-2016-10053,CWE-369
CVE-2016-10054,CWE-119
CVE-2016-10055,CWE-119
CVE-2016-10056,CWE-119
CVE-2016-10057,CWE-119
CVE-2016-10058,CWE-400
CVE-2016-10060,CWE-252
CVE-2016-10061,CWE-252
CVE-2016-10063,CWE-119
CVE-2016-10064,CWE-119
CVE-2016-10065,CWE-284
CVE-2016-10066,CWE-120
CVE-2016-10070,CWE-125
CVE-2016-10071,CWE-125
CVE-2016-10083,CWE-79
CVE-2016-10084,CWE-284
CVE-2016-10085,CWE-284
CVE-2016-10088,CWE-416
CVE-2016-10092,CWE-119
CVE-2016-10093,CWE-119
CVE-2016-10093,CWE-190
CVE-2016-10096,CWE-89
CVE-2016-10105,CWE-200
CVE-2016-10105,CWE-284
CVE-2016-10124,CWE-284
CVE-2016-10127,CWE-611
CVE-2016-10128,CWE-119
CVE-2016-10129,CWE-476
CVE-2016-10130,CWE-284
CVE-2016-10140,CWE-200
CVE-2016-10147,CWE-476
CVE-2016-10149,CWE-611
CVE-2016-10150,CWE-264
CVE-2016-10150,CWE-416
CVE-2016-10153,CWE-399
CVE-2016-10154,CWE-119
CVE-2016-10156,CWE-264
CVE-2016-10158,CWE-189
